task_id,task_date,city,organisation_unit,task_type,execution_mode,minutes_spent,errors_found,human_review,outcome,confidence_rating,staff_sentiment,comment,tool_version
TASK-0375,2026-01-16,Odense,Communications,Status Update,Automated,16.8,2,Yes,Completed,3.0,Neutral,The process was faster and staff felt positive.,v1.2
TASK-0376,2026-01-19,Aarhus,Finance,Status Update,AI-assisted,18.9,2,Yes,Completed,2.7,Concerned,The tool was not suitable for this exception.,v1.0
TASK-0377,2026-01-22,Copenhagen,Finance,Email Triage,Manual,39.3,0,No,Completed,5.0,Positive,The task was faster but still needed human review.,v1.1
TASK-0378,2026-01-25,Aalborg,Finance,Email Triage,Automated,27.1,2,Yes,Completed,2.7,Concerned,Staff did not trust the first suggestion.,v1.2
TASK-0379,2026-01-01,Odense,Finance,Email Triage,Manual,45.8,0,No,Completed,4.3,Positive,No error was found after review.,v1.0
TASK-0380,2026-01-04,Aarhus,Finance,Email Triage,Automated,2.0,1,No,Completed,4.3,Positive,The automated step failed and required manual work.,v1.1
TASK-0381,2026-02-07,Copenhagen,Citizen Services,Data Entry,AI-assisted,29.9,1,No,Completed,3.6,Neutral,The result was clear and useful.,v1.2
TASK-0382,2026-02-10,Aalborg,Citizen Services,Data Entry,Manual,62.7,1,No,Completed,4.1,Positive,Human review caught an important error.,v1.0
TASK-0383,2026-02-13,Odense,Citizen Services,Data Entry,Automated,30.9,4,Yes,Needs correction,2.4,Concerned,The process was faster and staff felt positive.,v1.1
TASK-0384,2026-02-16,Aarhus,Citizen Services,Data Entry,AI-assisted,17.9,1,Yes,Completed,3.6,Neutral,The tool was not suitable for this exception.,v1.2
TASK-0385,2026-02-19,Copenhagen,Citizen Services,Document Check,Manual,49.0,0,No,Completed,4.3,Positive,The task was faster but still needed human review.,v1.0
TASK-0386,2026-02-22,Aalborg,HR,Document Check,Automated,33.6,0,Yes,Completed,4.7,Positive,Staff did not trust the first suggestion.,v1.1
TASK-0387,2026-02-25,Odense,HR,Document Check,AI-assisted,27.3,4,Yes,Needs correction,2.2,Concerned,No error was found after review.,v1.2
TASK-0388,2026-02-01,Aarhus,HR,Document Check,Automated,24.6,3,No,Completed,2.8,Concerned,The automated step failed and required manual work.,v1.0
TASK-0389,2026-02-04,Copenhagen,HR,Scheduling,AI-assisted,35.4,1,Yes,Completed,3.9,Neutral,The result was clear and useful.,v1.1
TASK-0390,2026-02-07,Aalborg,HR,Scheduling,Manual,49.1,1,No,Completed,4.1,Positive,Human review caught an important error.,v1.2
TASK-0391,2026-02-10,Odense,Procurement,Scheduling,Automated,30.1,3,Yes,Completed,2.7,Concerned,The process was faster and staff felt positive.,v1.0
TASK-0392,2026-02-13,Aarhus,Procurement,Scheduling,AI-assisted,17.1,2,Yes,Completed,3.0,Neutral,The tool was not suitable for this exception.,v1.1
TASK-0393,2026-02-16,Copenhagen,Procurement,Status Update,Manual,47.3,1,No,Completed,4.1,Positive,The task was faster but still needed human review.,v1.2
TASK-0394,2026-02-19,Aalborg,Procurement,Status Update,Automated,34.0,2,No,Completed,3.5,Neutral,Staff did not trust the first suggestion.,v1.0
TASK-0395,2026-02-22,Odense,Procurement,Status Update,AI-assisted,15.7,3,Yes,Completed,3.2,Neutral,No error was found after review.,v1.1
TASK-0396,2026-02-25,Aarhus,Communications,Status Update,Manual,44.2,2,No,Completed,4.1,Positive,The automated step failed and required manual work.,v1.2
TASK-0397,2026-02-01,Copenhagen,Communications,Email Triage,AI-assisted,6.1,2,Yes,Completed,3.5,Neutral,The result was clear and useful.,v1.0
TASK-0398,2026-02-04,Aalborg,Communications,Email Triage,Manual,34.3,1,No,Completed,4.2,Positive,Human review caught an important error.,v1.1
TASK-0399,2026-02-07,Odense,Communications,Email Triage,Automated,32.8,4,Yes,Needs correction,2.7,Concerned,The process was faster and staff felt positive.,v1.2
TASK-0400,2026-02-10,Aarhus,Communications,Email Triage,AI-assisted,41.6,3,Yes,Completed,2.6,Concerned,The tool was not suitable for this exception.,v1.0
TASK-0401,2026-03-13,Copenhagen,Finance,Data Entry,Manual,38.4,0,No,Completed,4.7,Positive,The task was faster but still needed human review.,v1.1
TASK-0402,2026-03-16,Aalborg,Finance,Data Entry,Automated,15.7,1,Yes,Completed,4.0,Positive,Staff did not trust the first suggestion.,v1.2
TASK-0403,2026-03-19,Odense,Finance,Data Entry,AI-assisted,26.9,2,No,Completed,3.4,Neutral,No error was found after review.,v1.0
TASK-0404,2026-03-22,Aarhus,Finance,Data Entry,Manual,42.5,1,No,Completed,3.8,Neutral,The automated step failed and required manual work.,v1.1
TASK-0405,2026-03-25,Copenhagen,Finance,Document Check,Automated,18.4,0,Yes,Completed,4.2,Positive,The result was clear and useful.,v1.2
TASK-0406,2026-03-01,Aalborg,Citizen Services,Document Check,Manual,52.4,2,No,Completed,2.9,Concerned,Human review caught an important error.,v1.0
TASK-0407,2026-03-04,Odense,Citizen Services,Document Check,Automated,26.0,3,No,Completed,2.4,Concerned,The process was faster and staff felt positive.,v1.1
TASK-0408,2026-03-07,Aarhus,Citizen Services,Document Check,AI-assisted,16.8,1,No,Completed,3.7,Neutral,The tool was not suitable for this exception.,v1.2
TASK-0409,2026-03-10,Copenhagen,Citizen Services,Scheduling,Manual,62.0,3,No,Completed,2.8,Concerned,The task was faster but still needed human review.,v1.0
TASK-0410,2026-03-13,Aalborg,Citizen Services,Scheduling,Automated,22.3,1,Yes,Completed,3.9,Neutral,Staff did not trust the first suggestion.,v1.1
TASK-0411,2026-03-16,Odense,HR,Scheduling,AI-assisted,39.0,0,No,Completed,4.4,Positive,No error was found after review.,v1.2
TASK-0412,2026-03-19,Aarhus,HR,Scheduling,Manual,60.9,2,No,Completed,3.8,Neutral,The automated step failed and required manual work.,v1.0
TASK-0413,2026-03-22,Copenhagen,HR,Status Update,Automated,25.6,3,Yes,Completed,3.4,Neutral,The result was clear and useful.,v1.1
TASK-0414,2026-03-25,Aalborg,HR,Status Update,AI-assisted,19.7,1,Yes,Completed,3.2,Neutral,Human review caught an important error.,v1.2
TASK-0415,2026-03-01,Odense,HR,Status Update,Automated,24.1,1,Yes,Completed,4.8,Positive,The process was faster and staff felt positive.,v1.0
TASK-0416,2026-03-04,Aarhus,Procurement,Status Update,AI-assisted,20.0,0,No,Completed,4.9,Positive,The tool was not suitable for this exception.,v1.1
TASK-0417,2026-03-07,Copenhagen,Procurement,Email Triage,Manual,37.9,3,No,Completed,2.9,Concerned,The task was faster but still needed human review.,v1.2
TASK-0418,2026-03-10,Aalborg,Procurement,Email Triage,Automated,2.0,4,Yes,Needs correction,2.7,Concerned,Staff did not trust the first suggestion.,v1.0
TASK-0419,2026-03-13,Odense,Procurement,Email Triage,AI-assisted,35.1,2,Yes,Completed,2.6,Concerned,No error was found after review.,v1.1
TASK-0420,2026-03-16,Aarhus,Procurement,Email Triage,Manual,30.1,0,No,Completed,4.8,Positive,The automated step failed and required manual work.,v1.2
TASK-0421,2026-04-19,Copenhagen,Communications,Data Entry,Automated,17.0,1,No,Completed,4.6,Positive,The result was clear and useful.,v1.0
TASK-0422,2026-04-22,Aalborg,Communications,Data Entry,AI-assisted,33.9,1,Yes,Completed,4.0,Positive,Human review caught an important error.,v1.1
TASK-0423,2026-04-25,Odense,Communications,Data Entry,Manual,49.9,0,No,Completed,3.9,Neutral,The process was faster and staff felt positive.,v1.2
TASK-0424,2026-04-01,Aarhus,Communications,Data Entry,AI-assisted,19.5,3,No,Completed,2.7,Concerned,The tool was not suitable for this exception.,v1.0
TASK-0425,2026-04-04,Copenhagen,Communications,Document Check,Manual,62.4,2,No,Completed,3.3,Neutral,The task was faster but still needed human review.,v1.1
TASK-0426,2026-04-07,Aalborg,Finance,Document Check,Automated,26.9,0,No,Completed,4.6,Positive,Staff did not trust the first suggestion.,v1.2
TASK-0427,2026-04-10,Odense,Finance,Document Check,AI-assisted,22.4,2,Yes,Completed,3.2,Neutral,No error was found after review.,v1.0
TASK-0428,2026-04-13,Aarhus,Finance,Document Check,Manual,54.3,2,No,Completed,3.1,Neutral,The automated step failed and required manual work.,v1.1
TASK-0429,2026-04-16,Copenhagen,Finance,Scheduling,Automated,12.1,1,Yes,Completed,3.8,Neutral,The result was clear and useful.,v1.2
TASK-0430,2026-04-19,Aalborg,Finance,Scheduling,AI-assisted,31.8,0,No,Completed,4.8,Positive,Human review caught an important error.,v1.0
TASK-0431,2026-04-22,Odense,Citizen Services,Scheduling,Manual,29.9,1,No,Completed,4.6,Positive,The process was faster and staff felt positive.,v1.1
TASK-0432,2026-04-25,Aarhus,Citizen Services,Scheduling,Automated,16.4,3,Yes,Completed,3.5,Neutral,The tool was not suitable for this exception.,v1.2
TASK-0433,2026-04-01,Copenhagen,Citizen Services,Status Update,Manual,35.8,2,No,Completed,3.0,Neutral,The task was faster but still needed human review.,v1.0
TASK-0434,2026-04-04,Aalborg,Citizen Services,Status Update,Automated,33.2,2,Yes,Completed,3.3,Neutral,Staff did not trust the first suggestion.,v1.1
TASK-0435,2026-04-07,Odense,Citizen Services,Status Update,AI-assisted,30.4,1,Yes,Completed,4.0,Positive,No error was found after review.,v1.2
TASK-0436,2026-04-10,Aarhus,HR,Status Update,Manual,52.2,0,No,Completed,4.8,Positive,The automated step failed and required manual work.,v1.0
TASK-0437,2026-04-13,Copenhagen,HR,Email Triage,Automated,15.2,2,No,Completed,4.0,Positive,The result was clear and useful.,v1.1
TASK-0438,2026-04-16,Aalborg,HR,Email Triage,AI-assisted,35.5,1,Yes,Completed,3.7,Neutral,Human review caught an important error.,v1.2
TASK-0439,2026-04-19,Odense,HR,Email Triage,Manual,41.3,4,No,Needs correction,2.5,Concerned,The process was faster and staff felt positive.,v1.0
TASK-0440,2026-04-22,Aarhus,HR,Email Triage,Automated,17.1,3,Yes,Completed,2.6,Concerned,The tool was not suitable for this exception.,v1.1
TASK-0441,2026-05-25,Copenhagen,Procurement,Data Entry,AI-assisted,28.4,2,Yes,Completed,3.5,Neutral,The task was faster but still needed human review.,v1.2
TASK-0442,2026-05-01,Aalborg,Procurement,Data Entry,Automated,18.5,2,Yes,Completed,3.7,Neutral,Staff did not trust the first suggestion.,v1.0
TASK-0443,2026-05-04,Odense,Procurement,Data Entry,AI-assisted,20.2,3,Yes,Completed,3.4,Neutral,No error was found after review.,v1.1
TASK-0444,2026-05-07,Aarhus,Procurement,Data Entry,Manual,39.8,0,No,Completed,3.8,Neutral,The automated step failed and required manual work.,v1.2
TASK-0445,2026-05-10,Copenhagen,Procurement,Document Check,Automated,30.1,1,Yes,Completed,4.0,Positive,The result was clear and useful.,v1.0
TASK-0446,2026-05-13,Aalborg,Communications,Document Check,AI-assisted,26.8,4,Yes,Needs correction,2.3,Concerned,Human review caught an important error.,v1.1
TASK-0447,2026-05-16,Odense,Communications,Document Check,Manual,52.9,2,No,Completed,3.9,Neutral,The process was faster and staff felt positive.,v1.2
TASK-0448,2026-05-19,Aarhus,Communications,Document Check,Automated,26.8,1,Yes,Completed,3.9,Neutral,The tool was not suitable for this exception.,v1.0
TASK-0449,2026-05-22,Copenhagen,Communications,Scheduling,AI-assisted,23.9,3,Yes,Completed,3.0,Neutral,The task was faster but still needed human review.,v1.1
TASK-0450,2026-05-25,Aalborg,Communications,Scheduling,Manual,39.4,4,No,Needs correction,2.8,Concerned,Staff did not trust the first suggestion.,v1.2
TASK-0451,2026-05-01,Odense,Finance,Scheduling,AI-assisted,33.2,1,No,Completed,4.2,Positive,No error was found after review.,v1.0
TASK-0452,2026-05-04,Aarhus,Finance,Scheduling,Manual,51.9,2,No,Completed,3.8,Neutral,The automated step failed and required manual work.,v1.1
TASK-0453,2026-05-07,Copenhagen,Finance,Status Update,Automated,22.2,2,No,Completed,3.3,Neutral,The result was clear and useful.,v1.2
TASK-0454,2026-05-10,Aalborg,Finance,Status Update,AI-assisted,28.6,1,Yes,Completed,4.4,Positive,Human review caught an important error.,v1.0
TASK-0455,2026-05-13,Odense,Finance,Status Update,Manual,58.6,1,No,Completed,3.7,Neutral,The process was faster and staff felt positive.,v1.1
TASK-0456,2026-05-16,Aarhus,Citizen Services,Status Update,Automated,18.5,0,Yes,Completed,4.6,Positive,The tool was not suitable for this exception.,v1.2
TASK-0457,2026-05-19,Copenhagen,Citizen Services,Email Triage,AI-assisted,13.8,3,No,Completed,2.9,Concerned,The task was faster but still needed human review.,v1.0
TASK-0458,2026-05-22,Aalborg,Citizen Services,Email Triage,Manual,40.1,2,No,Completed,3.8,Neutral,Staff did not trust the first suggestion.,v1.1
TASK-0459,2026-05-25,Odense,Citizen Services,Email Triage,Automated,35.5,1,No,Completed,4.1,Positive,No error was found after review.,v1.2
TASK-0460,2026-05-01,Aarhus,Citizen Services,Email Triage,Manual,56.1,0,No,Completed,4.2,Positive,The automated step failed and required manual work.,v1.0
TASK-0461,2026-06-04,Copenhagen,HR,Data Entry,Automated,2.0,4,Yes,Needs correction,2.3,Concerned,The result was clear and useful.,v1.1
TASK-0462,2026-06-07,Aalborg,HR,Data Entry,AI-assisted,32.9,4,No,Needs correction,1.7,Concerned,Human review caught an important error.,v1.2
TASK-0463,2026-06-10,Odense,HR,Data Entry,Manual,46.8,4,No,Needs correction,2.3,Concerned,The process was faster and staff felt positive.,v1.0
TASK-0464,2026-06-13,Aarhus,HR,Data Entry,Automated,4.5,1,Yes,Completed,3.5,Neutral,The tool was not suitable for this exception.,v1.1
TASK-0465,2026-06-16,Copenhagen,HR,Document Check,AI-assisted,25.5,2,Yes,Completed,3.2,Neutral,The task was faster but still needed human review.,v1.2
TASK-0466,2026-06-19,Aalborg,Procurement,Document Check,Manual,68.3,0,No,Completed,4.5,Positive,Staff did not trust the first suggestion.,v1.0
TASK-0467,2026-06-22,Odense,Procurement,Document Check,Automated,19.2,1,No,Completed,4.1,Positive,No error was found after review.,v1.1
TASK-0468,2026-06-25,Aarhus,Procurement,Document Check,AI-assisted,30.7,1,No,Completed,2.9,Concerned,The automated step failed and required manual work.,v1.2
TASK-0469,2026-06-01,Copenhagen,Procurement,Scheduling,Automated,13.0,0,Yes,Completed,4.4,Positive,The result was clear and useful.,v1.0
TASK-0470,2026-06-04,Aalborg,Procurement,Scheduling,AI-assisted,39.2,4,No,Needs correction,2.7,Concerned,Human review caught an important error.,v1.1
TASK-0471,2026-06-07,Odense,Communications,Scheduling,Manual,59.2,1,No,Completed,3.0,Neutral,The process was faster and staff felt positive.,v1.2
TASK-0472,2026-06-10,Aarhus,Communications,Scheduling,Automated,2.0,2,Yes,Completed,2.8,Concerned,The tool was not suitable for this exception.,v1.0
TASK-0473,2026-06-13,Copenhagen,Communications,Status Update,AI-assisted,46.0,0,No,Completed,4.9,Positive,The task was faster but still needed human review.,v1.1
TASK-0474,2026-06-16,Aalborg,Communications,Status Update,Manual,50.6,0,No,Completed,4.2,Positive,Staff did not trust the first suggestion.,v1.2
TASK-0475,2026-06-19,Odense,Communications,Status Update,Automated,2.0,3,No,Completed,2.9,Concerned,No error was found after review.,v1.0
TASK-0476,2026-06-22,Aarhus,Finance,Status Update,AI-assisted,25.8,3,Yes,Completed,3.7,Neutral,The automated step failed and required manual work.,v1.1
TASK-0477,2026-06-25,Copenhagen,Finance,Email Triage,Manual,55.9,1,No,Completed,3.6,Neutral,The result was clear and useful.,v1.2
TASK-0478,2026-06-01,Aalborg,Finance,Email Triage,AI-assisted,19.5,4,No,Needs correction,3.2,Neutral,Human review caught an important error.,v1.0
TASK-0479,2026-06-04,Odense,Finance,Email Triage,Manual,44.4,1,No,Completed,4.3,Positive,The process was faster and staff felt positive.,v1.1
TASK-0480,2026-06-07,Aarhus,Finance,Email Triage,Automated,4.0,2,Yes,Completed,3.0,Neutral,The tool was not suitable for this exception.,v1.2
TASK-0481,2026-01-10,Copenhagen,Citizen Services,Data Entry,AI-assisted,26.5,0,No,Completed,4.7,Positive,The task was faster but still needed human review.,v1.0
TASK-0482,2026-01-13,Aalborg,Citizen Services,Data Entry,Manual,56.0,0,No,Completed,4.6,Positive,Staff did not trust the first suggestion.,v1.1
TASK-0483,2026-01-16,Odense,Citizen Services,Data Entry,Automated,34.0,1,Yes,Completed,3.8,Neutral,No error was found after review.,v1.2
TASK-0484,2026-01-19,Aarhus,Citizen Services,Data Entry,AI-assisted,40.3,1,No,Completed,3.7,Neutral,The automated step failed and required manual work.,v1.0
TASK-0485,2026-01-22,Copenhagen,Citizen Services,Document Check,Manual,45.9,0,No,Completed,4.5,Positive,The result was clear and useful.,v1.1
TASK-0486,2026-01-25,Aalborg,HR,Document Check,Automated,17.1,2,Yes,Completed,3.4,Neutral,Human review caught an important error.,v1.2
TASK-0487,2026-01-01,Odense,HR,Document Check,Manual,52.9,0,No,Completed,4.3,Positive,The process was faster and staff felt positive.,v1.0
TASK-0488,2026-01-04,Aarhus,HR,Document Check,Automated,31.5,2,Yes,Completed,3.7,Neutral,The tool was not suitable for this exception.,v1.1
TASK-0489,2026-01-07,Copenhagen,HR,Scheduling,AI-assisted,31.1,2,Yes,Completed,3.6,Neutral,The task was faster but still needed human review.,v1.2
TASK-0490,2026-01-10,Aalborg,HR,Scheduling,Manual,53.9,2,No,Completed,3.2,Neutral,Staff did not trust the first suggestion.,v1.0
TASK-0491,2026-01-13,Odense,Procurement,Scheduling,Automated,14.8,4,Yes,Needs correction,2.7,Concerned,No error was found after review.,v1.1
TASK-0492,2026-01-16,Aarhus,Procurement,Scheduling,AI-assisted,25.8,1,Yes,Completed,3.8,Neutral,The automated step failed and required manual work.,v1.2
TASK-0493,2026-01-19,Copenhagen,Procurement,Status Update,Manual,49.3,3,No,Completed,3.6,Neutral,The result was clear and useful.,v1.0
TASK-0494,2026-01-22,Aalborg,Procurement,Status Update,Automated,11.4,1,Yes,Completed,4.3,Positive,Human review caught an important error.,v1.1
TASK-0495,2026-01-25,Odense,Procurement,Status Update,AI-assisted,35.6,3,Yes,Completed,2.5,Concerned,The process was faster and staff felt positive.,v1.2
TASK-0496,2026-01-01,Aarhus,Communications,Status Update,Automated,13.0,5,No,Needs correction,1.3,Concerned,The tool was not suitable for this exception.,v1.0
TASK-0497,2026-01-04,Copenhagen,Communications,Email Triage,AI-assisted,32.4,1,Yes,Completed,4.1,Positive,The task was faster but still needed human review.,v1.1
TASK-0498,2026-01-07,Aalborg,Communications,Email Triage,Manual,55.6,1,No,Completed,4.5,Positive,Staff did not trust the first suggestion.,v1.2
TASK-0499,2026-01-10,Odense,Communications,Email Triage,Automated,21.5,3,Yes,Completed,2.4,Concerned,No error was found after review.,v1.0
TASK-0500,2026-01-13,Aarhus,Communications,Email Triage,AI-assisted,23.7,1,No,Completed,4.4,Positive,The automated step failed and required manual work.,v1.1
TASK-0501,2026-02-16,Copenhagen,Finance,Data Entry,Manual,45.2,0,No,Completed,4.3,Positive,The result was clear and useful.,v1.2
TASK-0502,2026-02-19,Aalborg,Finance,Data Entry,Automated,14.9,2,Yes,Completed,3.4,Neutral,Human review caught an important error.,v1.0
TASK-0503,2026-02-22,Odense,Finance,Data Entry,AI-assisted,25.9,4,Yes,Needs correction,2.3,Concerned,The process was faster and staff felt positive.,v1.1
TASK-0504,2026-02-25,Aarhus,Finance,Data Entry,Manual,42.0,1,No,Completed,3.9,Neutral,The tool was not suitable for this exception.,v1.2
TASK-0505,2026-02-01,Copenhagen,Finance,Document Check,AI-assisted,28.6,1,Yes,Completed,3.2,Neutral,The task was faster but still needed human review.,v1.0
TASK-0506,2026-02-04,Aalborg,Citizen Services,Document Check,Manual,47.2,1,No,Completed,4.0,Positive,Staff did not trust the first suggestion.,v1.1
TASK-0507,2026-02-07,Odense,Citizen Services,Document Check,Automated,19.6,2,Yes,Completed,3.2,Neutral,No error was found after review.,v1.2
TASK-0508,2026-02-10,Aarhus,Citizen Services,Document Check,AI-assisted,22.9,1,No,Completed,3.6,Neutral,The automated step failed and required manual work.,v1.0
TASK-0509,2026-02-13,Copenhagen,Citizen Services,Scheduling,Manual,43.6,4,No,Needs correction,2.1,Concerned,The result was clear and useful.,v1.1
TASK-0510,2026-02-16,Aalborg,Citizen Services,Scheduling,Automated,16.2,2,Yes,Completed,3.5,Neutral,Human review caught an important error.,v1.2
TASK-0511,2026-02-19,Odense,HR,Scheduling,AI-assisted,31.3,3,Yes,Completed,2.5,Concerned,The process was faster and staff felt positive.,v1.0
TASK-0512,2026-02-22,Aarhus,HR,Scheduling,Manual,36.1,1,No,Completed,4.0,Positive,The tool was not suitable for this exception.,v1.1
TASK-0513,2026-02-25,Copenhagen,HR,Status Update,Automated,19.9,2,No,Completed,3.7,Neutral,The task was faster but still needed human review.,v1.2
TASK-0514,2026-02-01,Aalborg,HR,Status Update,Manual,40.4,0,No,Completed,4.0,Positive,Staff did not trust the first suggestion.,v1.0
TASK-0515,2026-02-04,Odense,HR,Status Update,Automated,14.7,4,Yes,Needs correction,2.8,Concerned,No error was found after review.,v1.1
TASK-0516,2026-02-07,Aarhus,Procurement,Status Update,AI-assisted,21.6,2,Yes,Completed,3.1,Neutral,The automated step failed and required manual work.,v1.2
TASK-0517,2026-02-10,Copenhagen,Procurement,Email Triage,Manual,41.1,2,No,Completed,3.5,Neutral,The result was clear and useful.,v1.0
TASK-0518,2026-02-13,Aalborg,Procurement,Email Triage,Automated,11.4,4,Yes,Needs correction,2.2,Concerned,Human review caught an important error.,v1.1
TASK-0519,2026-02-16,Odense,Procurement,Email Triage,AI-assisted,22.7,5,No,Needs correction,1.6,Concerned,The process was faster and staff felt positive.,v1.2
TASK-0520,2026-02-19,Aarhus,Procurement,Email Triage,Manual,31.8,1,No,Completed,4.2,Positive,The tool was not suitable for this exception.,v1.0
TASK-0521,2026-03-22,Copenhagen,Communications,Data Entry,Automated,12.5,2,Yes,Completed,2.7,Concerned,The task was faster but still needed human review.,v1.1
TASK-0522,2026-03-25,Aalborg,Communications,Data Entry,AI-assisted,27.4,2,Yes,Completed,3.0,Neutral,Staff did not trust the first suggestion.,v1.2
TASK-0523,2026-03-01,Odense,Communications,Data Entry,Automated,14.5,5,Yes,Needs correction,1.9,Concerned,No error was found after review.,v1.0
TASK-0524,2026-03-04,Aarhus,Communications,Data Entry,AI-assisted,36.7,1,No,Completed,4.4,Positive,The automated step failed and required manual work.,v1.1
TASK-0525,2026-03-07,Copenhagen,Communications,Document Check,Manual,42.5,0,No,Completed,4.5,Positive,The result was clear and useful.,v1.2
TASK-0526,2026-03-10,Aalborg,Finance,Document Check,Automated,15.4,0,Yes,Completed,3.9,Neutral,Human review caught an important error.,v1.0
TASK-0527,2026-03-13,Odense,Finance,Document Check,AI-assisted,14.9,3,Yes,Completed,2.9,Concerned,The process was faster and staff felt positive.,v1.1
TASK-0528,2026-03-16,Aarhus,Finance,Document Check,Manual,47.9,2,No,Completed,3.9,Neutral,The tool was not suitable for this exception.,v1.2
TASK-0529,2026-03-19,Copenhagen,Finance,Scheduling,Automated,16.1,2,Yes,Completed,3.3,Neutral,The task was faster but still needed human review.,v1.0
TASK-0530,2026-03-22,Aalborg,Finance,Scheduling,AI-assisted,33.2,2,Yes,Completed,3.3,Neutral,Staff did not trust the first suggestion.,v1.1
TASK-0531,2026-03-25,Odense,Citizen Services,Scheduling,Manual,52.2,1,No,Completed,3.4,Neutral,No error was found after review.,v1.2
TASK-0532,2026-03-01,Aarhus,Citizen Services,Scheduling,AI-assisted,12.7,3,No,Completed,3.3,Neutral,The automated step failed and required manual work.,v1.0
TASK-0533,2026-03-04,Copenhagen,Citizen Services,Status Update,Manual,51.6,0,No,Completed,4.5,Positive,The result was clear and useful.,v1.1
TASK-0534,2026-03-07,Aalborg,Citizen Services,Status Update,Automated,25.4,0,Yes,Completed,4.3,Positive,Human review caught an important error.,v1.2
TASK-0535,2026-03-10,Odense,Citizen Services,Status Update,AI-assisted,22.9,1,Yes,Completed,3.2,Neutral,The process was faster and staff felt positive.,v1.0
TASK-0536,2026-03-13,Aarhus,HR,Status Update,Manual,38.2,0,No,Completed,4.2,Positive,The tool was not suitable for this exception.,v1.1
TASK-0537,2026-03-16,Copenhagen,HR,Email Triage,Automated,16.3,2,No,Completed,3.2,Neutral,The task was faster but still needed human review.,v1.2
TASK-0538,2026-03-19,Aalborg,HR,Email Triage,AI-assisted,22.1,0,No,Completed,4.1,Positive,Staff did not trust the first suggestion.,v1.0
TASK-0539,2026-03-22,Odense,HR,Email Triage,Manual,55.4,2,No,Completed,2.9,Concerned,No error was found after review.,v1.1
TASK-0540,2026-03-25,Aarhus,HR,Email Triage,Automated,47.1,2,Yes,Completed,3.1,Neutral,The automated step failed and required manual work.,v1.2
TASK-0541,2026-04-01,Copenhagen,Procurement,Data Entry,Manual,43.2,0,No,Completed,4.2,Positive,The result was clear and useful.,v1.0
TASK-0542,2026-04-04,Aalborg,Procurement,Data Entry,Automated,23.4,1,No,Completed,3.1,Neutral,Human review caught an important error.,v1.1
TASK-0543,2026-04-07,Odense,Procurement,Data Entry,AI-assisted,18.5,1,No,Completed,3.6,Neutral,The process was faster and staff felt positive.,v1.2
TASK-0544,2026-04-10,Aarhus,Procurement,Data Entry,Manual,50.8,2,No,Completed,3.0,Neutral,The tool was not suitable for this exception.,v1.0
TASK-0545,2026-04-13,Copenhagen,Procurement,Document Check,Automated,27.6,4,Yes,Needs correction,2.3,Concerned,The task was faster but still needed human review.,v1.1
TASK-0546,2026-04-16,Aalborg,Communications,Document Check,AI-assisted,33.5,3,Yes,Completed,2.6,Concerned,Staff did not trust the first suggestion.,v1.2
TASK-0547,2026-04-19,Odense,Communications,Document Check,Manual,32.8,1,No,Completed,3.2,Neutral,No error was found after review.,v1.0
TASK-0548,2026-04-22,Aarhus,Communications,Document Check,Automated,26.3,4,Yes,Needs correction,2.5,Concerned,The automated step failed and required manual work.,v1.1
TASK-0549,2026-04-25,Copenhagen,Communications,Scheduling,AI-assisted,18.1,1,Yes,Completed,3.6,Neutral,The result was clear and useful.,v1.2
TASK-0550,2026-04-01,Aalborg,Communications,Scheduling,Automated,35.1,1,Yes,Completed,4.1,Positive,Human review caught an important error.,v1.0
TASK-0551,2026-04-04,Odense,Finance,Scheduling,AI-assisted,54.0,2,Yes,Completed,3.0,Neutral,The process was faster and staff felt positive.,v1.1
TASK-0552,2026-04-07,Aarhus,Finance,Scheduling,Manual,42.5,3,No,Completed,2.8,Concerned,The tool was not suitable for this exception.,v1.2
TASK-0553,2026-04-10,Copenhagen,Finance,Status Update,Automated,18.3,2,No,Completed,3.1,Neutral,The task was faster but still needed human review.,v1.0
TASK-0554,2026-04-13,Aalborg,Finance,Status Update,AI-assisted,26.2,1,No,Completed,4.3,Positive,Staff did not trust the first suggestion.,v1.1
TASK-0555,2026-04-16,Odense,Finance,Status Update,Manual,66.8,0,No,Completed,4.6,Positive,No error was found after review.,v1.2
TASK-0556,2026-04-19,Aarhus,Citizen Services,Status Update,Automated,26.4,2,Yes,Completed,3.0,Neutral,The automated step failed and required manual work.,v1.0
TASK-0557,2026-04-22,Copenhagen,Citizen Services,Email Triage,AI-assisted,35.5,1,No,Completed,4.2,Positive,The result was clear and useful.,v1.1
TASK-0558,2026-04-25,Aalborg,Citizen Services,Email Triage,Manual,51.3,3,No,Completed,2.4,Concerned,Human review caught an important error.,v1.2
TASK-0559,2026-04-01,Odense,Citizen Services,Email Triage,AI-assisted,17.6,2,Yes,Completed,3.1,Neutral,The process was faster and staff felt positive.,v1.0
TASK-0560,2026-04-04,Aarhus,Citizen Services,Email Triage,Manual,66.8,3,No,Completed,2.8,Concerned,The tool was not suitable for this exception.,v1.1
TASK-0561,2026-05-07,Copenhagen,HR,Data Entry,Automated,16.5,1,Yes,Completed,3.7,Neutral,The task was faster but still needed human review.,v1.2
TASK-0562,2026-05-10,Aalborg,HR,Data Entry,AI-assisted,30.2,3,Yes,Completed,3.2,Neutral,Staff did not trust the first suggestion.,v1.0
