session_id,session_date,city,centre,support_topic,age_band,access_mode,wait_minutes,session_minutes,resolved,follow_up_needed,satisfaction_score,staff_role,resolved_clean,follow_up_needed_clean,session_date_clean,report_month,wait_minutes_clean,session_minutes_clean,satisfaction_score_clean,flag_invalid_wait,flag_invalid_duration,flag_invalid_satisfaction,flag_invalid_date,flag_followup_contradiction,flag_repeated_id,notes_raw,notes_clean
SES-0214,2026-06-13,Aalborg,Citizen Centre,Job Portal,30–44,Centre device,24.2,63.1,No,Yes,3.3,Volunteer,No,Yes,2026-06-13,2026-06,24.2,63.1,3.3,No,No,No,No,No,No,No follow-up needed after the session.,no follow up needed after session
SES-0215,2026-06-18,Odense,Citizen Centre,Job Portal,45–59,Phone support,5.9,31.8,Yes,No,5.0,Advisor,Yes,No,2026-06-18,2026-06,5.9,31.8,5.0,No,No,No,No,No,No,,
SES-0216,2026-06-23,Aarhus,Citizen Centre,Health Booking,60+,Own device,4.3,44.3,Yes,No,4.8,Librarian,Yes,No,2026-06-23,2026-06,4.3,44.3,4.8,No,No,No,No,No,No,Connection failed and another visit was needed.,connection failed another visit needed
SES-0217,2026-01-01,Copenhagen,Community Lab,Health Booking,18–29,Centre device,0.0,45.8,No,Yes,4.8,Volunteer,No,Yes,2026-01-01,2026-01,0.0,45.8,4.8,No,No,No,No,No,No,User needed clear steps for digital login.,user needed clear steps digital login
SES-0218,2026-01-06,Aalborg,Community Lab,Health Booking,30–44,Phone support,13.2,46.4,Yes,No,4.1,Advisor,Yes,No,2026-01-06,2026-01,13.2,46.4,4.1,No,No,No,No,No,No,Issue resolved after password guidance.,issue resolved after password guidance
SES-0219,2026-01-11,Odense,Community Lab,Health Booking,45–59,Own device,11.4,42.6,Yes,No,3.0,Librarian,Yes,No,2026-01-11,2026-01,11.4,42.6,3.0,No,No,No,No,No,No,The form was not easy to find.,form not easy find
SES-0220,2026-01-16,Aarhus,Community Lab,Health Booking,60+,Centre device,22.3,51.3,Yes,No,4.1,Volunteer,Yes,No,2026-01-16,2026-01,22.3,51.3,4.1,No,No,No,No,No,No,No follow-up needed after the session.,no follow up needed after session
SES-0221,2026-01-21,Copenhagen,Mobile Desk,Email & Documents,18–29,Own device,16.1,49.9,Yes,No,4.6,Advisor,Yes,No,2026-01-21,2026-01,16.1,49.9,4.6,No,No,No,No,No,No,Staff explained email attachments and document upload.,staff explained email attachments document upload
SES-0222,2026-01-26,Aalborg,Mobile Desk,Email & Documents,30–44,Centre device,21.7,39.3,Yes,No,4.5,Librarian,Yes,No,2026-01-26,2026-01,21.7,39.3,4.5,No,No,No,No,No,No,Connection failed and another visit was needed.,connection failed another visit needed
SES-0223,2026-01-04,Odense,Mobile Desk,Email & Documents,45–59,Phone support,8.9,34.7,Yes,No,4.9,Volunteer,Yes,No,2026-01-04,2026-01,8.9,34.7,4.9,No,No,No,No,No,No,User needed clear steps for digital login.,user needed clear steps digital login
SES-0224,2026-01-09,Aarhus,Mobile Desk,Email & Documents,60+,Own device,15.0,43.4,Yes,No,3.6,Advisor,Yes,No,2026-01-09,2026-01,15.0,43.4,3.6,No,No,No,No,No,No,Issue resolved after password guidance.,issue resolved after password guidance
SES-0225,2026-01-14,Copenhagen,Library Hub,Email & Documents,18–29,Centre device,22.6,38.0,Yes,No,4.1,Librarian,Yes,No,2026-01-14,2026-01,22.6,38.0,4.1,No,No,No,No,No,No,The form was not easy to find.,form not easy find
SES-0226,2026-01-19,Aalborg,Library Hub,Digital ID,30–44,Phone support,4.1,42.1,Yes,No,4.5,Volunteer,Yes,No,2026-01-19,2026-01,4.1,42.1,4.5,No,No,No,No,No,No,No follow-up needed after the session.,no follow up needed after session
SES-0227,2026-01-24,Odense,Library Hub,Digital ID,45–59,Own device,0.0,28.5,No,Yes,4.8,Advisor,No,Yes,2026-01-24,2026-01,0.0,28.5,4.8,No,No,No,No,No,No,Staff explained email attachments and document upload.,staff explained email attachments document upload
SES-0228,2026-01-02,Aarhus,Library Hub,Digital ID,60+,Centre device,23.8,13.5,No,Yes,3.5,Librarian,No,Yes,2026-01-02,2026-01,23.8,13.5,3.5,No,No,No,No,No,No,Connection failed and another visit was needed.,connection failed another visit needed
SES-0229,2026-01-07,Copenhagen,Citizen Centre,Digital ID,18–29,Phone support,7.6,56.2,Yes,No,4.7,Volunteer,Yes,No,2026-01-07,2026-01,7.6,56.2,4.7,No,No,No,No,No,No,User needed clear steps for digital login.,user needed clear steps digital login
SES-0230,2026-01-12,Aalborg,Citizen Centre,Digital ID,30–44,Own device,16.5,28.1,Yes,No,3.8,Advisor,Yes,No,2026-01-12,2026-01,16.5,28.1,3.8,No,No,No,No,No,No,Issue resolved after password guidance.,issue resolved after password guidance
SES-0231,2026-01-17,Odense,Citizen Centre,Online Benefits,45–59,Centre device,1.4,38.5,No,No,4.5,Librarian,No,No,2026-01-17,2026-01,1.4,38.5,4.5,No,No,No,No,No,No,The form was not easy to find.,form not easy find
SES-0232,2026-01-22,Aarhus,Citizen Centre,Online Benefits,60+,Own device,15.4,50.5,No,Yes,4.1,Volunteer,No,Yes,2026-01-22,2026-01,15.4,50.5,4.1,No,No,No,No,No,No,No follow-up needed after the session.,no follow up needed after session
SES-0233,2026-01-27,Copenhagen,Community Lab,Online Benefits,18–29,Centre device,25.6,63.8,Yes,No,2.3,Advisor,Yes,No,2026-01-27,2026-01,25.6,63.8,2.3,No,No,No,No,No,No,Staff explained email attachments and document upload.,staff explained email attachments document upload
SES-0234,2026-01-05,Aalborg,Community Lab,Online Benefits,30–44,Phone support,4.2,14.2,Yes,No,4.5,Librarian,Yes,No,2026-01-05,2026-01,4.2,14.2,4.5,No,No,No,No,No,No,Connection failed and another visit was needed.,connection failed another visit needed
SES-0235,2026-02-10,Odense,Community Lab,Online Benefits,45–59,Own device,6.2,39.6,Yes,No,4.5,Volunteer,Yes,No,2026-02-10,2026-02,6.2,39.6,4.5,No,No,No,No,No,No,User needed clear steps for digital login.,user needed clear steps digital login
SES-0236,2026-02-15,Aarhus,Community Lab,Job Portal,60+,Centre device,20.6,43.5,Yes,No,4.3,Advisor,Yes,No,2026-02-15,2026-02,20.6,43.5,4.3,No,No,No,No,No,No,Issue resolved after password guidance.,issue resolved after password guidance
SES-0237,2026-02-20,Copenhagen,Mobile Desk,Job Portal,18–29,Phone support,14.4,70.7,Yes,No,3.9,Librarian,Yes,No,2026-02-20,2026-02,14.4,70.7,3.9,No,No,No,No,No,No,The form was not easy to find.,form not easy find
SES-0238,2026-02-25,Aalborg,Mobile Desk,Job Portal,30–44,Own device,28.6,19.0,Yes,No,4.0,Volunteer,Yes,No,2026-02-25,2026-02,28.6,19.0,4.0,No,No,No,No,No,No,No follow-up needed after the session.,no follow up needed after session
SES-0239,2026-02-03,Odense,Mobile Desk,Job Portal,45–59,Centre device,24.3,39.0,Yes,No,2.6,Advisor,Yes,No,2026-02-03,2026-02,24.3,39.0,2.6,No,No,No,No,No,No,Staff explained email attachments and document upload.,staff explained email attachments document upload
SES-0240,2026-02-08,Aarhus,Mobile Desk,Job Portal,60+,Phone support,15.9,42.8,Yes,No,4.0,Librarian,Yes,No,2026-02-08,2026-02,15.9,42.8,4.0,No,No,No,No,No,No,Connection failed and another visit was needed.,connection failed another visit needed
SES-0241,2026-02-13,Copenhagen,Library Hub,Health Booking,18–29,Own device,15.5,41.5,Yes,No,4.2,Volunteer,Yes,No,2026-02-13,2026-02,15.5,41.5,4.2,No,No,No,No,No,No,User needed clear steps for digital login.,user needed clear steps digital login
SES-0242,2026-02-18,Aalborg,Library Hub,Health Booking,30–44,Centre device,13.2,31.2,Yes,No,3.6,Advisor,Yes,No,2026-02-18,2026-02,13.2,31.2,3.6,No,No,No,No,No,No,Issue resolved after password guidance.,issue resolved after password guidance
SES-0243,2026-02-23,Odense,Library Hub,Health Booking,45–59,Own device,6.1,31.7,Yes,No,4.8,Librarian,Yes,No,2026-02-23,2026-02,6.1,31.7,4.8,No,No,No,No,No,No,The form was not easy to find.,form not easy find
SES-0244,2026-02-01,Aarhus,Library Hub,Health Booking,60+,Centre device,8.3,39.4,Yes,No,3.8,Volunteer,Yes,No,2026-02-01,2026-02,8.3,39.4,3.8,No,No,No,No,No,No,No follow-up needed after the session.,no follow up needed after session
SES-0245,2026-02-06,Copenhagen,Citizen Centre,Health Booking,18–29,Phone support,3.0,42.2,Yes,No,4.2,Advisor,Yes,No,2026-02-06,2026-02,3.0,42.2,4.2,No,No,No,No,No,No,Staff explained email attachments and document upload.,staff explained email attachments document upload
SES-0246,2026-02-11,Aalborg,Citizen Centre,Email & Documents,30–44,Own device,4.7,44.7,Yes,No,3.8,Librarian,Yes,No,2026-02-11,2026-02,4.7,44.7,3.8,No,No,No,No,No,No,Connection failed and another visit was needed.,connection failed another visit needed
SES-0247,2026-02-16,Odense,Citizen Centre,Email & Documents,45–59,Centre device,17.7,40.2,Yes,No,4.1,Volunteer,Yes,No,2026-02-16,2026-02,17.7,40.2,4.1,No,No,No,No,No,No,User needed clear steps for digital login.,user needed clear steps digital login
SES-0248,2026-02-21,Aarhus,Citizen Centre,Email & Documents,60+,Phone support,17.0,37.7,Yes,No,3.4,Advisor,Yes,No,2026-02-21,2026-02,17.0,37.7,3.4,No,No,No,No,No,No,Issue resolved after password guidance.,issue resolved after password guidance
SES-0249,2026-02-26,Copenhagen,Community Lab,Email & Documents,18–29,Own device,16.4,47.4,Yes,No,3.7,Librarian,Yes,No,2026-02-26,2026-02,16.4,47.4,3.7,No,No,No,No,No,No,The form was not easy to find.,form not easy find
SES-0250,2026-02-04,Aalborg,Community Lab,Email & Documents,30–44,Centre device,4.7,44.8,No,Yes,5.0,Volunteer,No,Yes,2026-02-04,2026-02,4.7,44.8,5.0,No,No,No,No,No,No,No follow-up needed after the session.,no follow up needed after session
SES-0251,2026-02-09,Odense,Community Lab,Digital ID,45–59,Phone support,9.1,66.8,No,Yes,4.2,Advisor,No,Yes,2026-02-09,2026-02,9.1,66.8,4.2,No,No,No,No,No,No,Staff explained email attachments and document upload.,staff explained email attachments document upload
SES-0252,2026-02-14,Aarhus,Community Lab,Digital ID,60+,Own device,5.7,8.0,Yes,No,4.4,Librarian,Yes,No,2026-02-14,2026-02,5.7,8.0,4.4,No,No,No,No,No,No,Connection failed and another visit was needed.,connection failed another visit needed
SES-0253,2026-03-19,Copenhagen,Mobile Desk,Digital ID,18–29,Centre device,13.5,50.3,No,Yes,3.4,Volunteer,No,Yes,2026-03-19,2026-03,13.5,50.3,3.4,No,No,No,No,No,No,User needed clear steps for digital login.,user needed clear steps digital login
SES-0254,2026-03-24,Aalborg,Mobile Desk,Digital ID,30–44,Own device,4.8,18.1,No,No,4.8,Advisor,No,No,2026-03-24,2026-03,4.8,18.1,4.8,No,No,No,No,No,No,Issue resolved after password guidance.,issue resolved after password guidance
SES-0255,2026-03-02,Odense,Mobile Desk,Digital ID,45–59,Centre device,19.0,59.0,Yes,No,3.8,Librarian,Yes,No,2026-03-02,2026-03,19.0,59.0,3.8,No,No,No,No,No,No,The form was not easy to find.,form not easy find
SES-0256,2026-03-07,Aarhus,Mobile Desk,Online Benefits,60+,Phone support,10.4,54.1,Yes,No,4.4,Volunteer,Yes,No,2026-03-07,2026-03,10.4,54.1,4.4,No,No,No,No,No,No,No follow-up needed after the session.,no follow up needed after session
SES-0257,2026-03-12,Copenhagen,Library Hub,Online Benefits,18–29,Own device,0.0,31.6,No,Yes,4.4,Advisor,No,Yes,2026-03-12,2026-03,0.0,31.6,4.4,No,No,No,No,No,No,Staff explained email attachments and document upload.,staff explained email attachments document upload
SES-0258,2026-03-17,Aalborg,Library Hub,Online Benefits,30–44,Centre device,7.0,42.0,Yes,No,4.2,Librarian,Yes,No,2026-03-17,2026-03,7.0,42.0,4.2,No,No,No,No,No,No,Connection failed and another visit was needed.,connection failed another visit needed
SES-0259,2026-03-22,Odense,Library Hub,Online Benefits,45–59,Phone support,8.1,41.7,Yes,No,4.2,Volunteer,Yes,No,2026-03-22,2026-03,8.1,41.7,4.2,No,No,No,No,No,No,User needed clear steps for digital login.,user needed clear steps digital login
SES-0260,2026-03-27,Aarhus,Library Hub,Online Benefits,60+,Own device,13.0,32.9,Yes,No,3.1,Advisor,Yes,No,2026-03-27,2026-03,13.0,32.9,3.1,No,No,No,No,No,No,Issue resolved after password guidance.,issue resolved after password guidance
SES-0261,2026-03-05,Copenhagen,Citizen Centre,Job Portal,18–29,Centre device,11.8,68.0,Yes,No,4.3,Librarian,Yes,No,2026-03-05,2026-03,11.8,68.0,4.3,No,No,No,No,No,No,The form was not easy to find.,form not easy find
SES-0262,2026-03-10,Aalborg,Citizen Centre,Job Portal,30–44,Phone support,11.4,34.8,Yes,No,3.8,Volunteer,Yes,No,2026-03-10,2026-03,11.4,34.8,3.8,No,No,No,No,No,No,No follow-up needed after the session.,no follow up needed after session
SES-0263,2026-03-15,Odense,Citizen Centre,Job Portal,45–59,Own device,0.0,65.8,Yes,No,5.0,Advisor,Yes,No,2026-03-15,2026-03,0.0,65.8,5.0,No,No,No,No,No,No,Staff explained email attachments and document upload.,staff explained email attachments document upload
SES-0264,2026-03-20,Aarhus,Citizen Centre,Job Portal,60+,Centre device,0.0,54.7,Yes,No,4.5,Librarian,Yes,No,2026-03-20,2026-03,0.0,54.7,4.5,No,No,No,No,No,No,Connection failed and another visit was needed.,connection failed another visit needed
SES-0265,2026-03-25,Copenhagen,Community Lab,Job Portal,18–29,Own device,9.7,46.4,Yes,No,4.5,Volunteer,Yes,No,2026-03-25,2026-03,9.7,46.4,4.5,No,No,No,No,No,No,User needed clear steps for digital login.,user needed clear steps digital login
SES-0266,2026-03-03,Aalborg,Community Lab,Health Booking,30–44,Centre device,3.6,70.3,No,Yes,5.0,Advisor,No,Yes,2026-03-03,2026-03,3.6,70.3,5.0,No,No,No,No,No,No,Issue resolved after password guidance.,issue resolved after password guidance
SES-0267,2026-03-08,Odense,Community Lab,Health Booking,45–59,Phone support,16.6,55.6,Yes,No,4.0,Librarian,Yes,No,2026-03-08,2026-03,16.6,55.6,4.0,No,No,No,No,No,No,The form was not easy to find.,form not easy find
SES-0268,2026-03-13,Aarhus,Community Lab,Health Booking,60+,Own device,7.5,44.4,No,Yes,4.3,Volunteer,No,Yes,2026-03-13,2026-03,7.5,44.4,4.3,No,No,No,No,No,No,No follow-up needed after the session.,no follow up needed after session
SES-0269,2026-03-18,Copenhagen,Mobile Desk,Health Booking,18–29,Centre device,13.0,88.4,Yes,No,5.0,Advisor,Yes,No,2026-03-18,2026-03,13.0,88.4,5.0,No,No,No,No,No,No,Staff explained email attachments and document upload.,staff explained email attachments document upload
SES-0270,2026-03-23,Aalborg,Mobile Desk,Health Booking,30–44,Phone support,4.4,52.8,Yes,No,4.2,Librarian,Yes,No,2026-03-23,2026-03,4.4,52.8,4.2,No,No,No,No,No,No,Connection failed and another visit was needed.,connection failed another visit needed
SES-0271,2026-04-01,Odense,Mobile Desk,Email & Documents,45–59,Own device,21.4,76.6,Yes,No,3.7,Volunteer,Yes,No,2026-04-01,2026-04,21.4,76.6,3.7,No,No,No,No,No,No,User needed clear steps for digital login.,user needed clear steps digital login
SES-0272,2026-04-06,Aarhus,Mobile Desk,Email & Documents,60+,Centre device,10.4,40.2,Yes,No,4.2,Advisor,Yes,No,2026-04-06,2026-04,10.4,40.2,4.2,No,No,No,No,No,No,Issue resolved after password guidance.,issue resolved after password guidance
SES-0273,2026-04-11,Copenhagen,Library Hub,Email & Documents,18–29,Phone support,8.8,40.3,Yes,No,5.0,Librarian,Yes,No,2026-04-11,2026-04,8.8,40.3,5.0,No,No,No,No,No,No,The form was not easy to find.,form not easy find
SES-0274,2026-04-16,Aalborg,Library Hub,Email & Documents,30–44,Own device,11.9,27.8,No,Yes,3.4,Volunteer,No,Yes,2026-04-16,2026-04,11.9,27.8,3.4,No,No,No,No,No,No,No follow-up needed after the session.,no follow up needed after session
SES-0275,2026-04-21,Odense,Library Hub,Email & Documents,45–59,Centre device,15.4,26.7,Yes,No,4.5,Advisor,Yes,No,2026-04-21,2026-04,15.4,26.7,4.5,No,No,No,No,No,No,Staff explained email attachments and document upload.,staff explained email attachments document upload
SES-0276,2026-04-26,Aarhus,Library Hub,Digital ID,60+,Own device,11.5,35.5,Yes,No,3.5,Librarian,Yes,No,2026-04-26,2026-04,11.5,35.5,3.5,No,No,No,No,No,No,Connection failed and another visit was needed.,connection failed another visit needed
SES-0277,2026-04-04,Copenhagen,Citizen Centre,Digital ID,18–29,Centre device,15.6,32.0,Yes,No,4.7,Volunteer,Yes,No,2026-04-04,2026-04,15.6,32.0,4.7,No,No,No,No,No,No,User needed clear steps for digital login.,user needed clear steps digital login
SES-0278,2026-04-09,Aalborg,Citizen Centre,Digital ID,30–44,Phone support,22.5,43.0,Yes,No,3.7,Advisor,Yes,No,2026-04-09,2026-04,22.5,43.0,3.7,No,No,No,No,No,No,Issue resolved after password guidance.,issue resolved after password guidance
SES-0279,2026-04-14,Odense,Citizen Centre,Digital ID,45–59,Own device,5.4,33.2,Yes,No,5.0,Librarian,Yes,No,2026-04-14,2026-04,5.4,33.2,5.0,No,No,No,No,No,No,The form was not easy to find.,form not easy find
SES-0280,2026-04-19,Aarhus,Citizen Centre,Digital ID,60+,Centre device,14.4,64.2,Yes,No,4.5,Volunteer,Yes,No,2026-04-19,2026-04,14.4,64.2,4.5,No,No,No,No,No,No,No follow-up needed after the session.,no follow up needed after session
SES-0281,2026-04-24,Copenhagen,Community Lab,Online Benefits,18–29,Phone support,0.0,41.6,Yes,No,4.9,Advisor,Yes,No,2026-04-24,2026-04,0.0,41.6,4.9,No,No,No,No,No,No,Staff explained email attachments and document upload.,staff explained email attachments document upload
SES-0282,2026-04-02,Aalborg,Community Lab,Online Benefits,30–44,Own device,13.2,30.4,Yes,No,3.3,Librarian,Yes,No,2026-04-02,2026-04,13.2,30.4,3.3,No,No,No,No,No,No,Connection failed and another visit was needed.,connection failed another visit needed
SES-0283,2026-04-07,Odense,Community Lab,Online Benefits,45–59,Centre device,12.4,68.8,Yes,No,4.4,Volunteer,Yes,No,2026-04-07,2026-04,12.4,68.8,4.4,No,No,No,No,No,No,User needed clear steps for digital login.,user needed clear steps digital login
SES-0284,2026-04-12,Aarhus,Community Lab,Online Benefits,60+,Phone support,12.9,32.7,Yes,No,2.9,Advisor,Yes,No,2026-04-12,2026-04,12.9,32.7,2.9,No,No,No,No,No,No,Issue resolved after password guidance.,issue resolved after password guidance
SES-0285,2026-04-17,Copenhagen,Mobile Desk,Online Benefits,18–29,Own device,5.3,8.0,Yes,No,4.2,Librarian,Yes,No,2026-04-17,2026-04,5.3,8.0,4.2,No,No,No,No,No,No,The form was not easy to find.,form not easy find
SES-0286,2026-04-22,Aalborg,Mobile Desk,Job Portal,30–44,Centre device,24.7,50.5,Yes,No,4.2,Volunteer,Yes,No,2026-04-22,2026-04,24.7,50.5,4.2,No,No,No,No,No,No,No follow-up needed after the session.,no follow up needed after session
SES-0287,2026-04-27,Odense,Mobile Desk,Job Portal,45–59,Own device,4.6,41.7,Yes,No,3.9,Advisor,Yes,No,2026-04-27,2026-04,4.6,41.7,3.9,No,No,No,No,No,No,Staff explained email attachments and document upload.,staff explained email attachments document upload
SES-0288,2026-04-05,Aarhus,Mobile Desk,Job Portal,60+,Centre device,19.7,18.5,Yes,No,4.8,Librarian,Yes,No,2026-04-05,2026-04,19.7,18.5,4.8,No,No,No,No,No,No,Connection failed and another visit was needed.,connection failed another visit needed
SES-0289,2026-05-10,Copenhagen,Library Hub,Job Portal,18–29,Phone support,3.0,53.5,Yes,No,5.0,Volunteer,Yes,No,2026-05-10,2026-05,3.0,53.5,5.0,No,No,No,No,No,No,User needed clear steps for digital login.,user needed clear steps digital login
SES-0290,2026-05-15,Aalborg,Library Hub,Job Portal,30–44,Own device,0.0,78.9,Yes,No,4.2,Advisor,Yes,No,2026-05-15,2026-05,0.0,78.9,4.2,No,No,No,No,No,No,Issue resolved after password guidance.,issue resolved after password guidance
SES-0291,2026-05-20,Odense,Library Hub,Health Booking,45–59,Centre device,14.5,45.6,No,Yes,4.0,Librarian,No,Yes,2026-05-20,2026-05,14.5,45.6,4.0,No,No,No,No,No,No,The form was not easy to find.,form not easy find
SES-0292,2026-05-25,Aarhus,Library Hub,Health Booking,60+,Phone support,10.1,53.1,Yes,No,3.9,Volunteer,Yes,No,2026-05-25,2026-05,10.1,53.1,3.9,No,No,No,No,No,No,No follow-up needed after the session.,no follow up needed after session
SES-0293,2026-05-03,Copenhagen,Citizen Centre,Health Booking,18–29,Own device,8.8,39.6,Yes,No,3.9,Advisor,Yes,No,2026-05-03,2026-05,8.8,39.6,3.9,No,No,No,No,No,No,Staff explained email attachments and document upload.,staff explained email attachments document upload
SES-0294,2026-05-08,Aalborg,Citizen Centre,Health Booking,30–44,Centre device,12.4,62.5,No,No,3.5,Librarian,No,No,2026-05-08,2026-05,12.4,62.5,3.5,No,No,No,No,No,No,Connection failed and another visit was needed.,connection failed another visit needed
SES-0295,2026-05-13,Odense,Citizen Centre,Health Booking,45–59,Phone support,9.4,58.3,Yes,No,4.3,Volunteer,Yes,No,2026-05-13,2026-05,9.4,58.3,4.3,No,No,No,No,No,No,User needed clear steps for digital login.,user needed clear steps digital login
SES-0296,2026-05-18,Aarhus,Citizen Centre,Email & Documents,60+,Own device,13.5,55.5,Yes,No,3.8,Advisor,Yes,No,2026-05-18,2026-05,13.5,55.5,3.8,No,No,No,No,No,No,Issue resolved after password guidance.,issue resolved after password guidance
SES-0297,2026-05-23,Copenhagen,Community Lab,Email & Documents,18–29,Centre device,3.2,24.8,Yes,No,4.1,Librarian,Yes,No,2026-05-23,2026-05,3.2,24.8,4.1,No,No,No,No,No,No,The form was not easy to find.,form not easy find
SES-0298,2026-05-01,Aalborg,Community Lab,Email & Documents,30–44,Own device,9.4,36.1,Yes,No,3.5,Volunteer,Yes,No,2026-05-01,2026-05,9.4,36.1,3.5,No,No,No,No,No,No,No follow-up needed after the session.,no follow up needed after session
SES-0299,2026-05-06,Odense,Community Lab,Email & Documents,45–59,Centre device,10.6,22.5,No,Yes,4.0,Advisor,No,Yes,2026-05-06,2026-05,10.6,22.5,4.0,No,No,No,No,No,No,Staff explained email attachments and document upload.,staff explained email attachments document upload
SES-0300,2026-05-11,Aarhus,Community Lab,Email & Documents,60+,Phone support,16.4,42.5,No,Yes,3.1,Librarian,No,Yes,2026-05-11,2026-05,16.4,42.5,3.1,No,No,No,No,No,No,Connection failed and another visit was needed.,connection failed another visit needed
SES-0301,2026-05-16,Copenhagen,Mobile Desk,Digital ID,18–29,Own device,0.0,38.2,Yes,No,5.0,Volunteer,Yes,No,2026-05-16,2026-05,0.0,38.2,5.0,No,No,No,No,No,No,User needed clear steps for digital login.,user needed clear steps digital login
SES-0302,2026-05-21,Aalborg,Mobile Desk,Digital ID,30–44,Centre device,8.9,33.9,Yes,No,3.9,Advisor,Yes,No,2026-05-21,2026-05,8.9,33.9,3.9,No,No,No,No,No,No,Issue resolved after password guidance.,issue resolved after password guidance
SES-0303,2026-05-26,Odense,Mobile Desk,Digital ID,45–59,Phone support,14.6,55.5,Yes,No,3.7,Librarian,Yes,No,2026-05-26,2026-05,14.6,55.5,3.7,No,No,No,No,No,No,The form was not easy to find.,form not easy find
SES-0304,2026-05-04,Aarhus,Mobile Desk,Digital ID,60+,Own device,14.3,48.3,Yes,No,2.8,Volunteer,Yes,No,2026-05-04,2026-05,14.3,48.3,2.8,No,No,No,No,No,No,No follow-up needed after the session.,no follow up needed after session
SES-0305,2026-05-09,Copenhagen,Library Hub,Digital ID,18–29,Centre device,14.7,25.3,No,Yes,4.2,Advisor,No,Yes,2026-05-09,2026-05,14.7,25.3,4.2,No,No,No,No,No,No,Staff explained email attachments and document upload.,staff explained email attachments document upload
SES-0306,2026-05-14,Aalborg,Library Hub,Online Benefits,30–44,Phone support,7.8,33.4,Yes,No,4.2,Librarian,Yes,No,2026-05-14,2026-05,7.8,33.4,4.2,No,No,No,No,No,No,Connection failed and another visit was needed.,connection failed another visit needed
SES-0307,2026-06-19,Odense,Library Hub,Online Benefits,45–59,Own device,7.9,39.2,Yes,No,3.9,Volunteer,Yes,No,2026-06-19,2026-06,7.9,39.2,3.9,No,No,No,No,No,No,User needed clear steps for digital login.,user needed clear steps digital login
SES-0308,2026-06-24,Aarhus,Library Hub,Online Benefits,60+,Centre device,17.8,46.5,Yes,No,3.9,Advisor,Yes,No,2026-06-24,2026-06,17.8,46.5,3.9,No,No,No,No,No,No,Issue resolved after password guidance.,issue resolved after password guidance
SES-0309,2026-06-02,Copenhagen,Citizen Centre,Online Benefits,18–29,Own device,11.4,39.5,Yes,No,3.9,Librarian,Yes,No,2026-06-02,2026-06,11.4,39.5,3.9,No,No,No,No,No,No,The form was not easy to find.,form not easy find
SES-0310,2026-06-07,Aalborg,Citizen Centre,Online Benefits,30–44,Centre device,10.7,76.6,Yes,No,4.5,Volunteer,Yes,No,2026-06-07,2026-06,10.7,76.6,4.5,No,No,No,No,No,No,No follow-up needed after the session.,no follow up needed after session
SES-0311,2026-06-12,Odense,Citizen Centre,Job Portal,45–59,Phone support,17.4,37.9,Yes,No,4.2,Advisor,Yes,No,2026-06-12,2026-06,17.4,37.9,4.2,No,No,No,No,No,No,Staff explained email attachments and document upload.,staff explained email attachments document upload
SES-0312,2026-06-17,Aarhus,Citizen Centre,Job Portal,60+,Own device,17.0,34.7,Yes,No,5.0,Librarian,Yes,No,2026-06-17,2026-06,17.0,34.7,5.0,No,No,No,No,No,No,Connection failed and another visit was needed.,connection failed another visit needed
SES-0313,2026-06-22,Copenhagen,Community Lab,Job Portal,18–29,Centre device,5.0,52.5,Yes,No,4.5,Volunteer,Yes,No,2026-06-22,2026-06,5.0,52.5,4.5,No,No,No,No,No,No,User needed clear steps for digital login.,user needed clear steps digital login
SES-0314,2026-06-27,Aalborg,Community Lab,Job Portal,30–44,Phone support,2.3,50.3,Yes,No,4.7,Advisor,Yes,No,2026-06-27,2026-06,2.3,50.3,4.7,No,No,No,No,No,No,Issue resolved after password guidance.,issue resolved after password guidance
SES-0315,2026-06-05,Odense,Community Lab,Job Portal,45–59,Own device,12.6,42.9,Yes,No,4.4,Librarian,Yes,No,2026-06-05,2026-06,12.6,42.9,4.4,No,No,No,No,No,No,The form was not easy to find.,form not easy find
SES-0316,2026-06-10,Aarhus,Community Lab,Health Booking,60+,Centre device,15.8,64.7,Yes,No,4.2,Volunteer,Yes,No,2026-06-10,2026-06,15.8,64.7,4.2,No,No,No,No,No,No,No follow-up needed after the session.,no follow up needed after session
SES-0317,2026-06-15,Copenhagen,Mobile Desk,Health Booking,18–29,Phone support,12.9,45.7,Yes,No,4.5,Advisor,Yes,No,2026-06-15,2026-06,12.9,45.7,4.5,No,No,No,No,No,No,Staff explained email attachments and document upload.,staff explained email attachments document upload
SES-0318,2026-06-20,Aalborg,Mobile Desk,Health Booking,30–44,Own device,23.8,45.6,Yes,No,3.6,Librarian,Yes,No,2026-06-20,2026-06,23.8,45.6,3.6,No,No,No,No,No,No,Connection failed and another visit was needed.,connection failed another visit needed
SES-0319,2026-06-25,Odense,Mobile Desk,Health Booking,45–59,Centre device,14.3,50.5,Yes,No,4.5,Volunteer,Yes,No,2026-06-25,2026-06,14.3,50.5,4.5,No,No,No,No,No,No,User needed clear steps for digital login.,user needed clear steps digital login
SES-0320,2026-06-03,Aarhus,Mobile Desk,Health Booking,60+,Own device,15.2,30.4,Yes,No,4.6,Advisor,Yes,No,2026-06-03,2026-06,15.2,30.4,4.6,No,No,No,No,No,No,Issue resolved after password guidance.,issue resolved after password guidance
