task_id,task_date,city,organisation_unit,task_type,execution_mode,minutes_spent,errors_found,human_review,outcome,confidence_rating,staff_sentiment,tool_version,human_review_clean,task_date_clean,report_month,minutes_spent_clean,errors_found_clean,confidence_rating_clean,flag_invalid_minutes,flag_invalid_errors,flag_invalid_confidence,flag_invalid_date,flag_high_error_no_review,flag_repeated_id,comment_raw,comment_clean
TASK-0225,2026-06-25,Copenhagen,Communications,Document Check,AI-assisted,37.9,0,Yes,Completed,4.1,Positive,v1.2,Yes,2026-06-25,2026-06,37.9,0.0,4.1,No,No,No,No,No,No,The task was faster but still needed human review.,task faster still needed human review
TASK-0226,2026-06-01,Aalborg,Finance,Document Check,Automated,11.5,3,Yes,Completed,3.1,Neutral,v1.0,Yes,2026-06-01,2026-06,11.5,3.0,3.1,No,No,No,No,No,No,Staff did not trust the first suggestion.,staff did not trust first suggestion
TASK-0227,2026-06-04,Odense,Finance,Document Check,AI-assisted,51.1,2,Yes,Completed,3.7,Neutral,v1.1,Yes,2026-06-04,2026-06,51.1,2.0,3.7,No,No,No,No,No,No,No error was found after review.,no error found after review
TASK-0228,2026-06-07,Aarhus,Finance,Document Check,Manual,63.5,4,No,Needs correction,1.9,Concerned,v1.2,No,2026-06-07,2026-06,63.5,4.0,1.9,No,No,No,No,No,No,The automated step failed and required manual work.,automated step failed required manual work
TASK-0229,2026-06-10,Copenhagen,Finance,Scheduling,Automated,18.4,4,Yes,Needs correction,2.8,Concerned,v1.0,Yes,2026-06-10,2026-06,18.4,4.0,2.8,No,No,No,No,No,No,The result was clear and useful.,result clear useful
TASK-0230,2026-06-13,Aalborg,Finance,Scheduling,AI-assisted,18.0,6,No,Needs correction,2.4,Concerned,v1.1,No,2026-06-13,2026-06,18.0,6.0,2.4,No,No,No,No,Yes,No,Human review caught an important error.,human review caught important error
TASK-0231,2026-06-16,Odense,Citizen Services,Scheduling,Manual,47.7,5,No,Needs correction,1.8,Concerned,v1.2,No,2026-06-16,2026-06,47.7,5.0,1.8,No,No,No,No,Yes,No,The process was faster and staff felt positive.,process faster staff felt positive
TASK-0232,2026-06-19,Aarhus,Citizen Services,Scheduling,Automated,29.2,2,Yes,Completed,3.5,Neutral,v1.0,Yes,2026-06-19,2026-06,29.2,2.0,3.5,No,No,No,No,No,No,The tool was not suitable for this exception.,tool not suitable this exception
TASK-0233,2026-06-22,Copenhagen,Citizen Services,Status Update,AI-assisted,14.8,4,Yes,Needs correction,2.2,Concerned,v1.1,Yes,2026-06-22,2026-06,14.8,4.0,2.2,No,No,No,No,No,No,The task was faster but still needed human review.,task faster still needed human review
TASK-0234,2026-06-25,Aalborg,Citizen Services,Status Update,Manual,41.8,4,No,Needs correction,1.7,Concerned,v1.2,No,2026-06-25,2026-06,41.8,4.0,1.7,No,No,No,No,No,No,Staff did not trust the first suggestion.,staff did not trust first suggestion
TASK-0235,2026-06-01,Odense,Citizen Services,Status Update,AI-assisted,44.5,4,Yes,Needs correction,2.1,Concerned,v1.0,Yes,2026-06-01,2026-06,44.5,4.0,2.1,No,No,No,No,No,No,No error was found after review.,no error found after review
TASK-0236,2026-06-04,Aarhus,HR,Status Update,Manual,39.5,2,No,Completed,2.5,Concerned,v1.1,No,2026-06-04,2026-06,39.5,2.0,2.5,No,No,No,No,No,No,The automated step failed and required manual work.,automated step failed required manual work
TASK-0237,2026-06-07,Copenhagen,HR,Email Triage,Automated,8.6,2,No,Completed,3.5,Neutral,v1.2,No,2026-06-07,2026-06,8.6,2.0,3.5,No,No,No,No,No,No,The result was clear and useful.,result clear useful
TASK-0238,2026-06-10,Aalborg,HR,Email Triage,AI-assisted,25.8,1,Yes,Completed,2.8,Concerned,v1.0,Yes,2026-06-10,2026-06,25.8,1.0,2.8,No,No,No,No,No,No,Human review caught an important error.,human review caught important error
TASK-0239,2026-06-13,Odense,HR,Email Triage,Manual,42.7,3,No,Completed,2.5,Concerned,v1.1,No,2026-06-13,2026-06,42.7,3.0,2.5,No,No,No,No,No,No,The process was faster and staff felt positive.,process faster staff felt positive
TASK-0240,2026-06-16,Aarhus,HR,Email Triage,Automated,8.9,2,No,Completed,3.0,Neutral,v1.2,No,2026-06-16,2026-06,8.9,2.0,3.0,No,No,No,No,No,No,The tool was not suitable for this exception.,tool not suitable this exception
TASK-0241,2026-01-19,Copenhagen,Procurement,Data Entry,AI-assisted,24.0,4,No,Needs correction,2.6,Concerned,v1.0,No,2026-01-19,2026-01,24.0,4.0,2.6,No,No,No,No,No,No,The task was faster but still needed human review.,task faster still needed human review
TASK-0242,2026-01-22,Aalborg,Procurement,Data Entry,Manual,32.2,1,No,Completed,4.2,Positive,v1.1,No,2026-01-22,2026-01,32.2,1.0,4.2,No,No,No,No,No,No,Staff did not trust the first suggestion.,staff did not trust first suggestion
TASK-0243,2026-01-25,Odense,Procurement,Data Entry,Automated,7.2,4,No,Needs correction,2.0,Concerned,v1.2,No,2026-01-25,2026-01,7.2,4.0,2.0,No,No,No,No,No,No,No error was found after review.,no error found after review
TASK-0244,2026-01-01,Aarhus,Procurement,Data Entry,Manual,43.4,4,No,Needs correction,2.4,Concerned,v1.0,No,2026-01-01,2026-01,43.4,4.0,2.4,No,No,No,No,No,No,The automated step failed and required manual work.,automated step failed required manual work
TASK-0245,2026-01-04,Copenhagen,Procurement,Document Check,Automated,26.1,2,Yes,Completed,3.8,Neutral,v1.1,Yes,2026-01-04,2026-01,26.1,2.0,3.8,No,No,No,No,No,No,The result was clear and useful.,result clear useful
TASK-0246,2026-01-07,Aalborg,Communications,Document Check,AI-assisted,33.9,1,Yes,Completed,3.9,Neutral,v1.2,Yes,2026-01-07,2026-01,33.9,1.0,3.9,No,No,No,No,No,No,Human review caught an important error.,human review caught important error
TASK-0247,2026-01-10,Odense,Communications,Document Check,Manual,44.8,3,No,Completed,3.0,Neutral,v1.0,No,2026-01-10,2026-01,44.8,3.0,3.0,No,No,No,No,No,No,The process was faster and staff felt positive.,process faster staff felt positive
TASK-0248,2026-01-13,Aarhus,Communications,Document Check,Automated,5.6,4,Yes,Needs correction,1.8,Concerned,v1.1,Yes,2026-01-13,2026-01,5.6,4.0,1.8,No,No,No,No,No,No,The tool was not suitable for this exception.,tool not suitable this exception
TASK-0249,2026-01-16,Copenhagen,Communications,Scheduling,AI-assisted,14.0,3,Yes,Completed,3.0,Neutral,v1.2,Yes,2026-01-16,2026-01,14.0,3.0,3.0,No,No,No,No,No,No,The task was faster but still needed human review.,task faster still needed human review
TASK-0250,2026-01-19,Aalborg,Communications,Scheduling,Manual,43.0,0,No,Completed,4.1,Positive,v1.0,No,2026-01-19,2026-01,43.0,0.0,4.1,No,No,No,No,No,No,Staff did not trust the first suggestion.,staff did not trust first suggestion
TASK-0251,2026-01-22,Odense,Finance,Scheduling,Automated,11.7,3,Yes,Completed,3.8,Neutral,v1.1,Yes,2026-01-22,2026-01,11.7,3.0,3.8,No,No,No,No,No,No,No error was found after review.,no error found after review
TASK-0252,2026-01-25,Aarhus,Finance,Scheduling,AI-assisted,20.9,3,Yes,Completed,2.9,Concerned,v1.2,Yes,2026-01-25,2026-01,20.9,3.0,2.9,No,No,No,No,No,No,The automated step failed and required manual work.,automated step failed required manual work
TASK-0253,2026-01-01,Copenhagen,Finance,Status Update,Automated,25.0,3,Yes,Completed,3.4,Neutral,v1.0,Yes,2026-01-01,2026-01,25.0,3.0,3.4,No,No,No,No,No,No,The result was clear and useful.,result clear useful
TASK-0254,2026-01-04,Aalborg,Finance,Status Update,AI-assisted,43.0,3,Yes,Completed,2.3,Concerned,v1.1,Yes,2026-01-04,2026-01,43.0,3.0,2.3,No,No,No,No,No,No,Human review caught an important error.,human review caught important error
TASK-0255,2026-01-07,Odense,Finance,Status Update,Manual,47.5,2,No,Completed,3.4,Neutral,v1.2,No,2026-01-07,2026-01,47.5,2.0,3.4,No,No,No,No,No,No,The process was faster and staff felt positive.,process faster staff felt positive
TASK-0256,2026-01-10,Aarhus,Citizen Services,Status Update,Automated,19.1,4,No,Needs correction,2.3,Concerned,v1.0,No,2026-01-10,2026-01,19.1,4.0,2.3,No,No,No,No,No,No,The tool was not suitable for this exception.,tool not suitable this exception
TASK-0257,2026-01-13,Copenhagen,Citizen Services,Email Triage,AI-assisted,32.4,1,No,Completed,3.3,Neutral,v1.1,No,2026-01-13,2026-01,32.4,1.0,3.3,No,No,No,No,No,No,The task was faster but still needed human review.,task faster still needed human review
TASK-0258,2026-01-16,Aalborg,Citizen Services,Email Triage,Manual,60.2,2,No,Completed,3.4,Neutral,v1.2,No,2026-01-16,2026-01,60.2,2.0,3.4,No,No,No,No,No,No,Staff did not trust the first suggestion.,staff did not trust first suggestion
TASK-0259,2026-01-19,Odense,Citizen Services,Email Triage,Automated,28.2,2,Yes,Completed,3.5,Neutral,v1.0,Yes,2026-01-19,2026-01,28.2,2.0,3.5,No,No,No,No,No,No,No error was found after review.,no error found after review
TASK-0260,2026-01-22,Aarhus,Citizen Services,Email Triage,AI-assisted,18.6,1,Yes,Completed,4.2,Positive,v1.1,Yes,2026-01-22,2026-01,18.6,1.0,4.2,No,No,No,No,No,No,The automated step failed and required manual work.,automated step failed required manual work
TASK-0261,2026-02-25,Copenhagen,HR,Data Entry,Manual,59.5,0,No,Completed,4.0,Positive,v1.2,No,2026-02-25,2026-02,59.5,0.0,4.0,No,No,No,No,No,No,The result was clear and useful.,result clear useful
TASK-0262,2026-02-01,Aalborg,HR,Data Entry,AI-assisted,34.7,2,No,Completed,3.8,Neutral,v1.0,No,2026-02-01,2026-02,34.7,2.0,3.8,No,No,No,No,No,No,Human review caught an important error.,human review caught important error
TASK-0263,2026-02-04,Odense,HR,Data Entry,Manual,57.8,5,No,Needs correction,1.6,Concerned,v1.1,No,2026-02-04,2026-02,57.8,5.0,1.6,No,No,No,No,Yes,No,The process was faster and staff felt positive.,process faster staff felt positive
TASK-0264,2026-02-07,Aarhus,HR,Data Entry,Automated,30.1,3,Yes,Completed,3.1,Neutral,v1.2,Yes,2026-02-07,2026-02,30.1,3.0,3.1,No,No,No,No,No,No,The tool was not suitable for this exception.,tool not suitable this exception
TASK-0265,2026-02-10,Copenhagen,HR,Document Check,AI-assisted,40.2,2,Yes,Completed,2.6,Concerned,v1.0,Yes,2026-02-10,2026-02,40.2,2.0,2.6,No,No,No,No,No,No,The task was faster but still needed human review.,task faster still needed human review
TASK-0266,2026-02-13,Aalborg,Procurement,Document Check,Manual,58.1,1,No,Completed,3.9,Neutral,v1.1,No,2026-02-13,2026-02,58.1,1.0,3.9,No,No,No,No,No,No,Staff did not trust the first suggestion.,staff did not trust first suggestion
TASK-0267,2026-02-16,Odense,Procurement,Document Check,Automated,6.8,4,Yes,Needs correction,2.4,Concerned,v1.2,Yes,2026-02-16,2026-02,6.8,4.0,2.4,No,No,No,No,No,No,No error was found after review.,no error found after review
TASK-0268,2026-02-19,Aarhus,Procurement,Document Check,AI-assisted,32.2,2,Yes,Completed,3.5,Neutral,v1.0,Yes,2026-02-19,2026-02,32.2,2.0,3.5,No,No,No,No,No,No,The automated step failed and required manual work.,automated step failed required manual work
TASK-0269,2026-02-22,Copenhagen,Procurement,Scheduling,Manual,43.4,1,No,Completed,3.7,Neutral,v1.1,No,2026-02-22,2026-02,43.4,1.0,3.7,No,No,No,No,No,No,The result was clear and useful.,result clear useful
TASK-0270,2026-02-25,Aalborg,Procurement,Scheduling,Automated,22.2,3,Yes,Completed,2.8,Concerned,v1.2,Yes,2026-02-25,2026-02,22.2,3.0,2.8,No,No,No,No,No,No,Human review caught an important error.,human review caught important error
TASK-0271,2026-02-01,Odense,Communications,Scheduling,Manual,37.5,2,No,Completed,3.7,Neutral,v1.0,No,2026-02-01,2026-02,37.5,2.0,3.7,No,No,No,No,No,No,The process was faster and staff felt positive.,process faster staff felt positive
TASK-0272,2026-02-04,Aarhus,Communications,Scheduling,Automated,2.0,4,No,Needs correction,2.9,Concerned,v1.1,No,2026-02-04,2026-02,2.0,4.0,2.9,No,No,No,No,No,No,The tool was not suitable for this exception.,tool not suitable this exception
TASK-0273,2026-02-07,Copenhagen,Communications,Status Update,AI-assisted,44.9,3,Yes,Completed,2.5,Concerned,v1.2,Yes,2026-02-07,2026-02,44.9,3.0,2.5,No,No,No,No,No,No,The task was faster but still needed human review.,task faster still needed human review
TASK-0274,2026-02-10,Aalborg,Communications,Status Update,Manual,24.9,3,No,Completed,2.9,Concerned,v1.0,No,2026-02-10,2026-02,24.9,3.0,2.9,No,No,No,No,No,No,Staff did not trust the first suggestion.,staff did not trust first suggestion
TASK-0275,2026-02-13,Odense,Communications,Status Update,Automated,12.6,2,No,Completed,3.2,Neutral,v1.1,No,2026-02-13,2026-02,12.6,2.0,3.2,No,No,No,No,No,No,No error was found after review.,no error found after review
TASK-0276,2026-02-16,Aarhus,Finance,Status Update,AI-assisted,32.5,3,Yes,Completed,3.2,Neutral,v1.2,Yes,2026-02-16,2026-02,32.5,3.0,3.2,No,No,No,No,No,No,The automated step failed and required manual work.,automated step failed required manual work
TASK-0277,2026-02-19,Copenhagen,Finance,Email Triage,Manual,54.4,1,No,Completed,4.2,Positive,v1.0,No,2026-02-19,2026-02,54.4,1.0,4.2,No,No,No,No,No,No,The result was clear and useful.,result clear useful
TASK-0278,2026-02-22,Aalborg,Finance,Email Triage,Automated,8.0,5,Yes,Needs correction,1.6,Concerned,v1.1,Yes,2026-02-22,2026-02,8.0,5.0,1.6,No,No,No,No,No,No,Human review caught an important error.,human review caught important error
TASK-0279,2026-02-25,Odense,Finance,Email Triage,AI-assisted,33.6,4,Yes,Needs correction,2.9,Concerned,v1.2,Yes,2026-02-25,2026-02,33.6,4.0,2.9,No,No,No,No,No,No,The process was faster and staff felt positive.,process faster staff felt positive
TASK-0280,2026-02-01,Aarhus,Finance,Email Triage,Automated,22.4,2,No,Completed,2.9,Concerned,v1.0,No,2026-02-01,2026-02,22.4,2.0,2.9,No,No,No,No,No,No,The tool was not suitable for this exception.,tool not suitable this exception
TASK-0281,2026-03-04,Copenhagen,Citizen Services,Data Entry,AI-assisted,36.5,0,Yes,Completed,4.2,Positive,v1.1,Yes,2026-03-04,2026-03,36.5,0.0,4.2,No,No,No,No,No,No,The task was faster but still needed human review.,task faster still needed human review
TASK-0282,2026-03-07,Aalborg,Citizen Services,Data Entry,Manual,50.6,1,No,Completed,3.9,Neutral,v1.2,No,2026-03-07,2026-03,50.6,1.0,3.9,No,No,No,No,No,No,Staff did not trust the first suggestion.,staff did not trust first suggestion
TASK-0283,2026-03-10,Odense,Citizen Services,Data Entry,Automated,25.0,2,No,Completed,3.4,Neutral,v1.0,No,2026-03-10,2026-03,25.0,2.0,3.4,No,No,No,No,No,No,No error was found after review.,no error found after review
TASK-0284,2026-03-13,Aarhus,Citizen Services,Data Entry,AI-assisted,15.1,4,Yes,Needs correction,2.9,Concerned,v1.1,Yes,2026-03-13,2026-03,15.1,4.0,2.9,No,No,No,No,No,No,The automated step failed and required manual work.,automated step failed required manual work
TASK-0285,2026-03-16,Copenhagen,Citizen Services,Document Check,Manual,29.9,1,No,Completed,3.2,Neutral,v1.2,No,2026-03-16,2026-03,29.9,1.0,3.2,No,No,No,No,No,No,The result was clear and useful.,result clear useful
TASK-0286,2026-03-19,Aalborg,HR,Document Check,Automated,6.6,2,Yes,Completed,3.6,Neutral,v1.0,Yes,2026-03-19,2026-03,6.6,2.0,3.6,No,No,No,No,No,No,Human review caught an important error.,human review caught important error
TASK-0287,2026-03-22,Odense,HR,Document Check,AI-assisted,16.4,3,No,Completed,3.1,Neutral,v1.1,No,2026-03-22,2026-03,16.4,3.0,3.1,No,No,No,No,No,No,The process was faster and staff felt positive.,process faster staff felt positive
TASK-0288,2026-03-25,Aarhus,HR,Document Check,Manual,42.4,5,No,Needs correction,2.7,Concerned,v1.2,No,2026-03-25,2026-03,42.4,5.0,2.7,No,No,No,No,Yes,No,The tool was not suitable for this exception.,tool not suitable this exception
TASK-0289,2026-03-01,Copenhagen,HR,Scheduling,AI-assisted,19.8,1,Yes,Completed,3.5,Neutral,v1.0,Yes,2026-03-01,2026-03,19.8,1.0,3.5,No,No,No,No,No,No,The task was faster but still needed human review.,task faster still needed human review
TASK-0290,2026-03-04,Aalborg,HR,Scheduling,Manual,44.8,0,No,Completed,4.3,Positive,v1.1,No,2026-03-04,2026-03,44.8,0.0,4.3,No,No,No,No,No,No,Staff did not trust the first suggestion.,staff did not trust first suggestion
TASK-0291,2026-03-07,Odense,Procurement,Scheduling,Automated,29.3,0,Yes,Completed,3.8,Neutral,v1.2,Yes,2026-03-07,2026-03,29.3,0.0,3.8,No,No,No,No,No,No,No error was found after review.,no error found after review
TASK-0292,2026-03-10,Aarhus,Procurement,Scheduling,AI-assisted,42.4,1,Yes,Completed,3.8,Neutral,v1.0,Yes,2026-03-10,2026-03,42.4,1.0,3.8,No,No,No,No,No,No,The automated step failed and required manual work.,automated step failed required manual work
TASK-0293,2026-03-13,Copenhagen,Procurement,Status Update,Manual,55.4,1,No,Completed,3.9,Neutral,v1.1,No,2026-03-13,2026-03,55.4,1.0,3.9,No,No,No,No,No,No,The result was clear and useful.,result clear useful
TASK-0294,2026-03-16,Aalborg,Procurement,Status Update,Automated,33.1,2,Yes,Completed,3.0,Neutral,v1.2,Yes,2026-03-16,2026-03,33.1,2.0,3.0,No,No,No,No,No,No,Human review caught an important error.,human review caught important error
TASK-0295,2026-03-19,Odense,Procurement,Status Update,AI-assisted,21.0,1,Yes,Completed,3.4,Neutral,v1.0,Yes,2026-03-19,2026-03,21.0,1.0,3.4,No,No,No,No,No,No,The process was faster and staff felt positive.,process faster staff felt positive
TASK-0296,2026-03-22,Aarhus,Communications,Status Update,Manual,47.8,1,No,Completed,4.8,Positive,v1.1,No,2026-03-22,2026-03,47.8,1.0,4.8,No,No,No,No,No,No,The tool was not suitable for this exception.,tool not suitable this exception
TASK-0297,2026-03-25,Copenhagen,Communications,Email Triage,Automated,33.5,2,Yes,Completed,3.3,Neutral,v1.2,Yes,2026-03-25,2026-03,33.5,2.0,3.3,No,No,No,No,No,No,The task was faster but still needed human review.,task faster still needed human review
TASK-0298,2026-03-01,Aalborg,Communications,Email Triage,Manual,52.6,4,No,Needs correction,2.3,Concerned,v1.0,No,2026-03-01,2026-03,52.6,4.0,2.3,No,No,No,No,No,No,Staff did not trust the first suggestion.,staff did not trust first suggestion
TASK-0299,2026-03-04,Odense,Communications,Email Triage,Automated,25.2,1,Yes,Completed,3.5,Neutral,v1.1,Yes,2026-03-04,2026-03,25.2,1.0,3.5,No,No,No,No,No,No,No error was found after review.,no error found after review
TASK-0300,2026-03-07,Aarhus,Communications,Email Triage,AI-assisted,9.3,3,No,Completed,3.9,Neutral,v1.2,No,2026-03-07,2026-03,9.3,3.0,3.9,No,No,No,No,No,No,The automated step failed and required manual work.,automated step failed required manual work
TASK-0301,2026-04-10,Copenhagen,Finance,Data Entry,Manual,55.3,0,No,Completed,3.9,Neutral,v1.0,No,2026-04-10,2026-04,55.3,0.0,3.9,No,No,No,No,No,No,The result was clear and useful.,result clear useful
TASK-0302,2026-04-13,Aalborg,Finance,Data Entry,Automated,25.4,1,Yes,Completed,3.3,Neutral,v1.1,Yes,2026-04-13,2026-04,25.4,1.0,3.3,No,No,No,No,No,No,Human review caught an important error.,human review caught important error
TASK-0303,2026-04-16,Odense,Finance,Data Entry,AI-assisted,29.1,3,Yes,Completed,3.3,Neutral,v1.2,Yes,2026-04-16,2026-04,29.1,3.0,3.3,No,No,No,No,No,No,The process was faster and staff felt positive.,process faster staff felt positive
TASK-0304,2026-04-19,Aarhus,Finance,Data Entry,Manual,44.8,4,No,Needs correction,2.2,Concerned,v1.0,No,2026-04-19,2026-04,44.8,4.0,2.2,No,No,No,No,No,No,The tool was not suitable for this exception.,tool not suitable this exception
TASK-0305,2026-04-22,Copenhagen,Finance,Document Check,Automated,2.0,3,Yes,Completed,3.1,Neutral,v1.1,Yes,2026-04-22,2026-04,2.0,3.0,3.1,No,No,No,No,No,No,The task was faster but still needed human review.,task faster still needed human review
TASK-0306,2026-04-25,Aalborg,Citizen Services,Document Check,AI-assisted,17.0,0,Yes,Completed,4.4,Positive,v1.2,Yes,2026-04-25,2026-04,17.0,0.0,4.4,No,No,No,No,No,No,Staff did not trust the first suggestion.,staff did not trust first suggestion
TASK-0307,2026-04-01,Odense,Citizen Services,Document Check,Automated,17.1,0,No,Completed,4.7,Positive,v1.0,No,2026-04-01,2026-04,17.1,0.0,4.7,No,No,No,No,No,No,No error was found after review.,no error found after review
TASK-0308,2026-04-04,Aarhus,Citizen Services,Document Check,AI-assisted,10.1,2,Yes,Completed,3.2,Neutral,v1.1,Yes,2026-04-04,2026-04,10.1,2.0,3.2,No,No,No,No,No,No,The automated step failed and required manual work.,automated step failed required manual work
TASK-0309,2026-04-07,Copenhagen,Citizen Services,Scheduling,Manual,58.7,3,No,Completed,2.8,Concerned,v1.2,No,2026-04-07,2026-04,58.7,3.0,2.8,No,No,No,No,No,No,The result was clear and useful.,result clear useful
TASK-0310,2026-04-10,Aalborg,Citizen Services,Scheduling,Automated,15.0,4,Yes,Needs correction,2.5,Concerned,v1.0,Yes,2026-04-10,2026-04,15.0,4.0,2.5,No,No,No,No,No,No,Human review caught an important error.,human review caught important error
TASK-0311,2026-04-13,Odense,HR,Scheduling,AI-assisted,37.1,0,Yes,Completed,4.8,Positive,v1.1,Yes,2026-04-13,2026-04,37.1,0.0,4.8,No,No,No,No,No,No,The process was faster and staff felt positive.,process faster staff felt positive
TASK-0312,2026-04-16,Aarhus,HR,Scheduling,Manual,33.4,2,No,Completed,3.2,Neutral,v1.2,No,2026-04-16,2026-04,33.4,2.0,3.2,No,No,No,No,No,No,The tool was not suitable for this exception.,tool not suitable this exception
TASK-0313,2026-04-19,Copenhagen,HR,Status Update,Automated,13.4,4,Yes,Needs correction,2.3,Concerned,v1.0,Yes,2026-04-19,2026-04,13.4,4.0,2.3,No,No,No,No,No,No,The task was faster but still needed human review.,task faster still needed human review
TASK-0314,2026-04-22,Aalborg,HR,Status Update,AI-assisted,15.4,0,Yes,Completed,4.1,Positive,v1.1,Yes,2026-04-22,2026-04,15.4,0.0,4.1,No,No,No,No,No,No,,
TASK-0315,2026-04-25,Odense,HR,Status Update,Manual,43.5,3,No,Completed,3.0,Neutral,v1.2,No,2026-04-25,2026-04,43.5,3.0,3.0,No,No,No,No,No,No,No error was found after review.,no error found after review
TASK-0316,2026-04-01,Aarhus,Procurement,Status Update,AI-assisted,42.8,1,Yes,Completed,3.7,Neutral,v1.0,Yes,2026-04-01,2026-04,42.8,1.0,3.7,No,No,No,No,No,No,The automated step failed and required manual work.,automated step failed required manual work
TASK-0317,2026-04-04,Copenhagen,Procurement,Email Triage,Manual,60.1,2,No,Completed,3.6,Neutral,v1.1,No,2026-04-04,2026-04,60.1,2.0,3.6,No,No,No,No,No,No,The result was clear and useful.,result clear useful
TASK-0318,2026-04-07,Aalborg,Procurement,Email Triage,Automated,17.1,4,Yes,Needs correction,2.2,Concerned,v1.2,Yes,2026-04-07,2026-04,17.1,4.0,2.2,No,No,No,No,No,No,Human review caught an important error.,human review caught important error
TASK-0319,2026-04-10,Odense,Procurement,Email Triage,AI-assisted,50.1,4,No,Needs correction,2.5,Concerned,v1.0,No,2026-04-10,2026-04,50.1,4.0,2.5,No,No,No,No,No,No,The process was faster and staff felt positive.,process faster staff felt positive
TASK-0320,2026-04-13,Aarhus,Procurement,Email Triage,Manual,49.4,0,No,Completed,4.2,Positive,v1.1,No,2026-04-13,2026-04,49.4,0.0,4.2,No,No,No,No,No,No,The tool was not suitable for this exception.,tool not suitable this exception
TASK-0321,2026-05-16,Copenhagen,Communications,Data Entry,Automated,18.4,2,Yes,Completed,3.4,Neutral,v1.2,Yes,2026-05-16,2026-05,18.4,2.0,3.4,No,No,No,No,No,No,The task was faster but still needed human review.,task faster still needed human review
TASK-0322,2026-05-19,Aalborg,Communications,Data Entry,AI-assisted,30.1,2,Yes,Completed,2.8,Concerned,v1.0,Yes,2026-05-19,2026-05,30.1,2.0,2.8,No,No,No,No,No,No,Staff did not trust the first suggestion.,staff did not trust first suggestion
TASK-0323,2026-05-22,Odense,Communications,Data Entry,Manual,50.8,2,No,Completed,2.7,Concerned,v1.1,No,2026-05-22,2026-05,50.8,2.0,2.7,No,No,No,No,No,No,No error was found after review.,no error found after review
TASK-0324,2026-05-25,Aarhus,Communications,Data Entry,Automated,17.0,4,No,Needs correction,2.4,Concerned,v1.2,No,2026-05-25,2026-05,17.0,4.0,2.4,No,No,No,No,No,No,The automated step failed and required manual work.,automated step failed required manual work
TASK-0325,2026-05-01,Copenhagen,Communications,Document Check,Manual,60.6,0,No,Completed,4.3,Positive,v1.0,No,2026-05-01,2026-05,60.6,0.0,4.3,No,No,No,No,No,No,The result was clear and useful.,result clear useful
TASK-0326,2026-05-04,Aalborg,Finance,Document Check,Automated,12.3,4,Yes,Needs correction,2.6,Concerned,v1.1,Yes,2026-05-04,2026-05,12.3,4.0,2.6,No,No,No,No,No,No,Human review caught an important error.,human review caught important error
TASK-0327,2026-05-07,Odense,Finance,Document Check,AI-assisted,20.5,0,Yes,Completed,3.8,Neutral,v1.2,Yes,2026-05-07,2026-05,20.5,0.0,3.8,No,No,No,No,No,No,The process was faster and staff felt positive.,process faster staff felt positive
TASK-0328,2026-05-10,Aarhus,Finance,Document Check,Manual,40.8,1,No,Completed,3.5,Neutral,v1.0,No,2026-05-10,2026-05,40.8,1.0,3.5,No,No,No,No,No,No,The tool was not suitable for this exception.,tool not suitable this exception
TASK-0329,2026-05-13,Copenhagen,Finance,Scheduling,Automated,19.8,0,Yes,Completed,4.6,Positive,v1.1,Yes,2026-05-13,2026-05,19.8,0.0,4.6,No,No,No,No,No,No,The task was faster but still needed human review.,task faster still needed human review
TASK-0330,2026-05-16,Aalborg,Finance,Scheduling,AI-assisted,32.5,2,Yes,Completed,3.0,Neutral,v1.2,Yes,2026-05-16,2026-05,32.5,2.0,3.0,No,No,No,No,No,No,Staff did not trust the first suggestion.,staff did not trust first suggestion
TASK-0331,2026-05-19,Odense,Citizen Services,Scheduling,Manual,73.5,1,No,Completed,4.0,Positive,v1.0,No,2026-05-19,2026-05,73.5,1.0,4.0,No,No,No,No,No,No,No error was found after review.,no error found after review
TASK-0332,2026-05-22,Aarhus,Citizen Services,Scheduling,Automated,18.6,4,Yes,Needs correction,2.1,Concerned,v1.1,Yes,2026-05-22,2026-05,18.6,4.0,2.1,No,No,No,No,No,No,The automated step failed and required manual work.,automated step failed required manual work
TASK-0333,2026-05-25,Copenhagen,Citizen Services,Status Update,AI-assisted,15.1,1,Yes,Completed,3.7,Neutral,v1.2,Yes,2026-05-25,2026-05,15.1,1.0,3.7,No,No,No,No,No,No,The result was clear and useful.,result clear useful
TASK-0334,2026-05-01,Aalborg,Citizen Services,Status Update,Automated,15.3,3,Yes,Completed,3.2,Neutral,v1.0,Yes,2026-05-01,2026-05,15.3,3.0,3.2,No,No,No,No,No,No,Human review caught an important error.,human review caught important error
TASK-0335,2026-05-04,Odense,Citizen Services,Status Update,AI-assisted,11.0,4,Yes,Needs correction,3.0,Neutral,v1.1,Yes,2026-05-04,2026-05,11.0,4.0,3.0,No,No,No,No,No,No,The process was faster and staff felt positive.,process faster staff felt positive
TASK-0336,2026-05-07,Aarhus,HR,Status Update,Manual,40.0,0,No,Completed,4.4,Positive,v1.2,No,2026-05-07,2026-05,40.0,0.0,4.4,No,No,No,No,No,No,The tool was not suitable for this exception.,tool not suitable this exception
TASK-0337,2026-05-10,Copenhagen,HR,Email Triage,Automated,5.8,1,Yes,Completed,3.9,Neutral,v1.0,Yes,2026-05-10,2026-05,5.8,1.0,3.9,No,No,No,No,No,No,The task was faster but still needed human review.,task faster still needed human review
